id,pr
257,5.07797679881e-06
56338,0.000438537646714
259,1.63288777779e-05
2260,0.00014222610697
3966,4.48339461735e-06
5987,0.000629232934742
7565,7.17496352832e-06
8297,0.000309861238559
10999,0.000242538987853
11465,7.9778340219e-05
12183,4.03104382219e-05
17188,4.4944195396e-06
28169,0.00025122531384
33775,1.05511984416e-05
37494,4.4944195396e-06
56560,1.87391167201e-05
64206,3.92987105093e-05
64474,0.000176999488286
68457,2.94280845437e-05
70157,0.000148514413015
106671,3.93792484222e-05
111307,4.72458189574e-06
166844,2.36020914495e-05
173437,9.9743570702e-06
273632,1.10179796208e-05
331719,4.53915355016e-06
377366,2.03290455028e-05
381083,5.26681471943e-06
428236,2.51314968548e-05
805627,4.78152153521e-06
1001643,0.00434490328193
1346705,6.95642468267e-05
261,4.46134477284e-06
7488,5.35981411879e-06
38264,4.54953715502e-06
5922,9.11734771536e-06
6173,2.54555172335e-05
9353,1.74953984863e-05
10559,5.17560189491e-06
15537,1.6287283948e-05
16738,1.04134874568e-05
21475,8.69546276158e-05
37522,1.19793087393e-05
43927,0.000142291465102
50899,1.4145926846e-05
112254,8.03263038323e-06
196379,5.93664558399e-06
329544,5.65177330963e-06
513197,5.96759071401e-06
270,4.46134477284e-06
194311,0.000503629184245
308903,0.000363835374674
348576,7.56694652568e-06
280,4.46134477284e-06
620,7.52821178768e-06
2963,5.03402342585e-05
7503,8.49100894492e-06
9021,8.51143648869e-06
19403,0.000126472818818
27294,4.54289901873e-06
167638,5.93383482364e-06
180962,8.09960015855e-06
292,4.47336033587e-06
58100,7.77047430828e-06
108560,2.80108518838e-05
137770,8.26532661901e-06
175645,1.45518346333e-05
189205,0.000504397572829
293,7.88264708343e-06
4918,7.0606521637e-06
12682,1.06750328464e-05
17624,0.000966344605458
25549,1.8199920208e-05
305,2.96663506357e-05
1585,8.48929878717e-06
2314,4.5202651679e-06
2506,5.45073576534e-06
3757,0.000105063414718
7432,0.00092997466399
10897,9.4097546375e-05
11596,3.31691939022e-05
31490,3.04767034353e-05
221537,0.000118689340832
230253,3.40523108087e-05
235635,4.75594674817e-06
961887,4.57918556297e-06
327,4.46134477284e-06
56541,0.000332072266018
338,9.29718455864e-06
2242,2.15451511844e-05
40005,4.94044728491e-05
40906,3.05100627322e-05
65023,6.84593591476e-05
78087,5.52740208557e-06
97524,1.73316164267e-05
98087,8.87877590809e-06
98626,4.56331872636e-06
104847,6.25914387699e-06
243431,9.5779033969e-06
1001237,5.07318849399e-06
339,4.46134477284e-06
136565,2.82200991523e-05
225260,3.0058557575e-05
1738758,4.78639669576e-06
356,4.51190840529e-06
635769,4.59135335802e-06
1673391,3.83986359908e-05
361,4.55163697365e-06
19125,5.90263480563e-06
789567,4.78376343235e-06
369,2.08255759341e-05
102022,1.2265228358e-05
119215,1.25989784025e-05
126214,0.00130519479253
140592,6.90305993577e-06
371,4.46134477284e-06
267887,0.000289012726966
18852,0.000289666860856
17,7.09468161674e-06
745,0.000222560267743
2774,9.23283114039e-06
24638,1.17590959227e-05
24998,2.08855161217e-05
30568,1.11114842175e-05
99594,0.000446087028073
309844,2.43525581542e-05
398968,0.000839006604835
712755,5.47652322447e-06
1001165,1.97061297591e-05
1959995,7.50688012773e-06
2288743,7.50688012773e-06
412,4.46134477284e-06
1202421,4.15411082967e-05
416,4.46134477284e-06
11614,5.26497903111e-06
14860,0.0004461616291
32538,0.000150825779885
128030,6.0338347632e-06
134381,4.80066513944e-06
425711,4.6844196219e-06
419,5.76080681586e-06
114452,9.21718645466e-06
115845,0.000196071531922
229753,0.000115253173543
356942,2.0757830347e-05
512132,9.10442573438e-05
544463,2.10055898454e-05
712746,1.74862821926e-05
923794,2.05045028282e-05
422,2.6435971909e-05
4919,4.7211345123e-06
7875,6.14836813572e-06
10293,0.000174238992767
11549,0.000125153065777
14122,0.000132330033785
19741,6.48182518928e-06
21886,0.000249145488517
22847,5.15940492632e-06
27408,5.44980924005e-06
30368,1.67169416857e-05
32880,0.000180478074101
38851,6.02587966897e-05
39796,4.72973124316e-06
62048,6.34759109236e-06
85662,6.06623745308e-06
176298,5.78956082619e-06
552829,4.85102938204e-06
805870,2.07551578148e-05
425,4.46134477284e-06
111332,1.243420755e-05
426,4.46134477284e-06
432,6.86500470325e-06
2915,2.57431121592e-05
5700,1.97158242003e-05
9107,5.33666790812e-06
13618,2.93761445554e-05
15124,7.87886415007e-06
17095,0.000187725546708
27310,4.53428836744e-06
28380,0.000806646973175
33514,4.78959094857e-06
34088,0.000415535217109
40948,8.89546559638e-06
86568,4.53428836744e-06
168632,4.57076016475e-06
284795,3.11133012811e-05
293175,4.49781657014e-06
329867,7.95992766989e-06
353094,4.53428836744e-06
437,8.07401721671e-06
1810,4.72973893962e-06
6592,2.24490766138e-05
19479,1.29594078335e-05
19772,4.15751249667e-05
20760,1.78432130032e-05
34855,0.00036496650486
68507,1.67552543081e-05
240950,0.000292930107997
399367,4.22654308358e-05
800449,4.76808096345e-06
1248131,4.49968679666e-06
456,9.08901025701e-06
38226,1.6947636152e-05
103667,2.84761649052e-05
375874,5.23170703698e-05
432745,0.000427375153049
819763,4.70278282166e-06
572,7.65517788932e-06
1659,2.81951304236e-05
2900,0.000509401150538
4612,4.55499677559e-06
4966,0.000118734597514
14006,9.44823953161e-06
18593,7.06434595159e-06
24478,8.92544308603e-06
56069,1.19567921869e-05
69341,5.68168891242e-06
84624,6.50712010195e-06
84760,4.96621056799e-06
100981,1.42663646951e-05
123558,2.99876815496e-05
1277510,7.92584951139e-06
477,7.31582746269e-06
186123,9.85034457084e-06
479,1.578246292e-05
69059,9.71364699767e-06
139508,4.94047505341e-06
143305,4.70556015839e-05
183595,4.95511434293e-06
198244,5.90307030477e-05
610380,4.94047505341e-06
482,4.46134477284e-06
18243,0.0012149878623
205270,2.51009083979e-05
210613,0.000283026209903
399815,0.000273693389287
455276,0.000329068496595
466030,4.25065559208e-05
504,5.38517655377e-06
4243,6.15597915289e-06
64040,4.92982260254e-05
94908,6.60429541979e-06
128141,0.000589502410162
320624,7.29152928236e-06
361791,4.95873620046e-06
534,4.46134477284e-06
42801,8.25361720691e-06
556,4.46134477284e-06
582,1.1026306954e-05
636,1.85036977772e-05
680,2.16480266887e-05
557,4.46134477284e-06
722332,7.92594472237e-05
1427416,0.00228895160118
567,4.72120021158e-06
220671,5.05358535663e-06
1215102,5.62131627715e-06
736,8.30070747261e-06
1638,9.97272950207e-06
2600,1.69464262897e-05
5304,9.04933561091e-06
6043,3.43348983748e-05
9967,5.01485435265e-06
30203,4.56591375139e-06
89848,4.83073183392e-06
108044,1.54736767653e-05
189856,4.53324693794e-06
573,2.36982650518e-05
85360,0.000302569143607
108741,8.99284929047e-05
1917078,1.13830316305e-05
577,4.46134477284e-06
1335,6.29130835849e-06
2670,4.59347970085e-06
2775,4.60669319365e-06
2971,5.13672714762e-05
3117,8.70331521802e-06
3394,7.08968966055e-06
3497,2.46871580214e-05
3634,4.56705271525e-06
4193,1.44265769144e-05
4203,0.000264080973991
4678,8.84132291262e-05
5026,6.8384833382e-06
8062,5.40102023108e-06
9936,6.881181644e-06
14648,0.000279599504182
40698,5.43170137754e-06
46687,4.47455826564e-06
106420,4.48375145791e-06
160507,6.19204346853e-06
184010,4.48777175844e-06
242853,7.84740929389e-06
254346,7.27746429731e-05
625,4.46134477284e-06
290340,9.5142903753e-06
635,6.48138141882e-06
106092,1.30297480587e-05
543429,1.19265339903e-05
305689,2.27051374338e-05
658,4.93361136231e-06
16417,0.000232795477269
41747,7.96823292411e-05
57301,3.9714268799e-05
59753,0.000110496670493
60711,0.000474427188838
89535,9.04885175827e-05
141214,5.92145386206e-06
501,7.53433139891e-06
11192,5.59811824429e-06
13313,5.62465870104e-06
14309,5.59811824429e-06
20670,0.00157895536907
2000700,4.78613719325e-06
108,4.51831682816e-06
380,4.6322609388e-06
429,1.61238487343e-05
720,0.000369434392446
872,4.78075262697e-06
1026,5.01234404721e-06
5169,9.32978162278e-05
6267,0.00107301493565
9435,4.95610000864e-06
19435,0.000110930641086
62262,5.40371493085e-05
93910,1.46059672764e-05
95592,5.05680456363e-05
101952,4.54680285582e-06
258734,5.03106532605e-06
272313,7.16885913921e-06
307678,4.63437167036e-06
317971,1.49359462982e-05
541895,4.51831682816e-06
567620,0.000190195867243
1164730,5.16745658115e-06
1196188,4.6322609388e-06
1220682,4.51831682816e-06
1448983,1.29740072077e-05
681,4.52702840163e-06
18515,0.00018828667147
20003,1.35764805771e-05
21037,6.87011110446e-06
21714,9.15328185844e-06
22979,4.82595430711e-06
23903,5.06100682645e-05
41591,4.71355152849e-06
44330,4.86662523013e-05
45403,4.63237169653e-06
53114,5.27299929595e-05
55925,3.10083800986e-05
108205,0.000571688165283
688,5.39012513214e-06
908494,0.00329857181854
376560,9.22857456688e-06
712,2.06949508925e-05
559140,1.69584350455e-05
3448,7.11185206648e-05
10138,0.000236227526602
15061,8.48706164465e-05
20218,1.44885127205e-05
26235,1.66848243027e-05
28070,7.78138092636e-05
52490,4.35494298604e-05
211827,9.9255431195e-06
291124,1.31671427582e-05
712522,1.5682031829e-05
729627,0.000209908853677
723,4.37905689482e-05
9622,6.27627308611e-06
599265,5.88345973573e-05
726,4.68030902157e-06
10471,9.61989495741e-06
195383,2.75221484261e-05
735,1.27993001289e-05
29402,6.27467179895e-06
884471,9.90132585116e-06
616,4.9453253608e-06
1813,6.97900709902e-06
3347,4.96619079596e-06
3850,6.11517418343e-05
3920,9.97191253531e-06
4435,2.7019609484e-05
6007,1.05140927157e-05
6093,1.05269364248e-05
10369,8.50926466191e-06
11649,6.41537601172e-05
12138,4.41844191795e-05
23191,1.42184903671e-05
168352,0.000426182457237
255918,4.3401369935e-05
328501,5.47272417029e-05
422277,4.96579800929e-06
467573,7.92156050057e-06
2070300,4.51247426384e-06
2519948,4.51247426384e-06
742,8.76991449931e-06
2815,8.71289076867e-06
3279,4.74327062523e-06
7581,2.82409804896e-05
9161,0.000133235496783
16102,0.00047534427046
19563,1.11677945684e-05
44289,8.76644984443e-06
52199,2.7126865895e-05
70605,0.000582285205328
83100,8.38349496697e-06
95286,6.91074695453e-06
158773,3.49252196338e-05
161642,5.40495069593e-06
168465,3.21622914311e-05
177293,4.71381565117e-05
188305,8.79170157469e-06
309527,4.55281380657e-06
350351,6.87755206335e-05
436055,2.09208454238e-05
565999,0.000183206924678
566376,9.10601309707e-06
619256,4.5368366039e-06
621736,5.35700281025e-06
718618,0.000362534317821
867821,4.5070792897e-06
1007842,7.81274769916e-06
1104112,2.99514060599e-05
1284335,6.00126533398e-06
1338292,8.52814520785e-06
1551613,9.02153337506e-06
2088767,4.5070792897e-06
2208915,4.5070792897e-06
770,4.9846448813e-06
792,4.77265694473e-06
1288,2.75297771899e-05
1600,8.44423656284e-06
1602,4.92090921014e-06
2119,5.6487195617e-05
2653,8.71615571551e-06
2988,0.000220130779141
3702,1.60586106394e-05
3715,9.94912306232e-05
3815,4.61453291861e-06
4556,4.76772106437e-06
5616,1.39881011869e-05
7182,6.01280321102e-06
8247,2.82550773985e-05
9951,0.000490240436834
10815,6.02582184559e-06
11265,0.000417112628276
11732,2.04283730384e-05
14262,1.13260897406e-05
16076,1.31550150427e-05
16143,3.11695992499e-05
17232,4.76772106437e-06
18138,1.02698936732e-05
18829,5.03017317779e-06
19399,7.30096874152e-06
20021,5.22728550168e-06
20310,0.000134730030185
20842,0.000187116902729
23909,5.57499790421e-06
25646,2.85437699849e-05
26825,5.22728550168e-06
28516,8.64937399307e-06
30461,1.25408340749e-05
33080,8.28767866049e-06
33841,7.40762496075e-06
34813,0.000199956663965
35922,1.32520004436e-05
36656,1.70559581387e-05
38795,6.60597881361e-06
39446,6.08122713144e-06
42586,1.09560610707e-05
42610,0.000134221290547
42751,6.63834473675e-06
43343,7.78727108845e-06
44606,8.93759688266e-06
46914,4.50743750376e-05
48597,4.8792330196e-06
49663,7.64823047528e-06
53330,1.35878203668e-05
53894,1.13186574626e-05
59634,2.18962042366e-05
62163,1.4165785488e-05
64618,0.000141638577184
68127,6.82634923623e-05
95735,0.00169014848297
96823,4.71413536402e-06
98112,1.20890738296e-05
98571,1.33983088305e-05
98975,7.66916257068e-06
104021,1.05107289734e-05
111160,1.12633445689e-05
111702,5.22043160608e-05
115200,2.37728919294e-05
136829,0.00273291415712
189456,4.85613513808e-06
191200,8.00270888046e-06
203718,6.09046129447e-06
209629,3.91144907752e-05
222914,0.00208706847745
229602,0.000249820341994
242933,8.19427610216e-06
257627,5.07409735591e-06
258662,6.75916695938e-06
303924,4.76772106437e-06
335847,8.08113623854e-06
389760,4.94169197098e-06
406693,0.000243512516871
406968,4.76772106437e-06
428708,4.76038955068e-06
