111,4.17276378053e-06
59,3.95305862364e-06
61,6.87126831284e-06
147,8.25112053358e-06
154,4.25186797829e-06
188,0.00047969609865
985,1.50391171282e-05
1055,3.95305862364e-06
9510,6.26941741803e-06
11072,3.95305862364e-06
21106,1.47748091968e-05
27642,7.33352066947e-06
232485,9.90068322515e-06
407027,1.06022602184e-05
1527852,3.59760792153e-05
50,8.12960424281e-06
153,4.20068561863e-06
457,4.20068561863e-06
745,0.000152569709709
13,3.65270836709e-05
161,4.20068561863e-06
268,4.20068561863e-06
878,4.25448626954e-06
885,4.3091289084e-06
156,9.70177069608e-06
157,8.48844976371e-06
197,4.37149613916e-06
6372,0.000158152873545
8450,2.69647898976e-05
218681,2.61792853418e-05
116,4.03330288588e-05
1421,2.81676940947e-05
20037,4.61202477556e-06
199,1.9333681448e-05
145,8.44938371794e-06
2147,0.000297639016167
3119,1.36090354886e-05
4702,2.4555312361e-05
274128,3.99851230341e-06
572606,5.08632385693e-05
173,3.83854887612e-06
49,3.76912591244e-06
96,4.72347883553e-06
189,3.52825480182e-05
207,8.05807248326e-06
274,4.05866325321e-06
394,6.19230155689e-05
483,3.76912591244e-06
570,3.76912591244e-06
660,3.79825136241e-06
916,3.76912591244e-06
1447,3.27988839714e-05
1626,1.7529609953e-05
2059,3.76912591244e-06
2482,4.21298689723e-06
2576,7.89897934172e-06
2611,0.000333248649704
2874,4.49296452583e-06
3525,5.38694299315e-06
3785,8.27481908509e-06
5475,7.73630811028e-06
10739,6.42932467583e-06
11666,4.45216019904e-06
14006,8.65291089386e-06
16148,0.000238003458584
17176,1.11180268436e-05
19163,5.67362492091e-06
19239,4.80130916506e-06
19741,7.30867761353e-06
26192,9.23508858189e-06
32617,9.78997560107e-06
47204,3.91515534774e-06
55562,0.000188674059608
64495,5.12500268637e-06
65868,3.81760040392e-06
84052,4.70899135175e-06
108465,4.96454557137e-06
140816,0.000209027528253
1943957,1.68049529209e-05
2168174,4.12781142976e-06
612,5.00813031842e-06
1057,4.09919835081e-05
2384,1.37731068008e-05
2990,0.000108508446693
3207,0.000272145023265
15687,7.3259663732e-06
351981,4.89937547285e-06
1384652,7.46949088657e-06
92,5.59282008551e-06
150,4.17809345634e-06
499257,1.45146549802e-05
3926,5.03950596539e-06
83284,4.1889672271e-06
650654,1.96918412232e-05
1141493,0.000180129885267
243,6.31436605383e-06
101,4.11253850279e-06
118,4.1300099217e-06
203,3.95529573263e-06
269,6.97530476048e-06
2954,6.00797458036e-06
15770,4.70865027948e-05
34596,5.28308611144e-06
94379,5.44135371321e-06
741628,1.19921636402e-05
2025531,6.23190371687e-06
99,4.3022483774e-06
122,4.13068074066e-06
200,3.79420779921e-06
618,1.02703193207e-05
110274,3.44403412519e-05
176186,9.58736015855e-05
460989,9.2670545269e-06
650551,3.79420779921e-06
841337,7.00324106596e-05
1099876,5.42969945581e-05
280,3.69970294876e-06
267,4.61119691456e-05
620,4.94132809865e-06
2963,6.98194159937e-05
180962,8.64177658629e-06
305,7.79076198594e-06
1531,1.26639575602e-05
2089740,4.31429672622e-06
77,5.40925462585e-06
758,9.52646492132e-06
20832,4.81977532652e-06
30,5.63609907353e-06
216,4.11533351212e-06
3051,2.96487585122e-05
22595,0.000152756423603
39301,5.07222069305e-06
102441,0.000405620824028
364306,4.06902786849e-06
762649,7.75636925281e-06
869482,1.87526342036e-05
969654,3.98305369491e-06
986889,3.98305369491e-06
699,6.82631270224e-06
1416,5.42909414755e-06
1448,7.23583252608e-06
17,6.8927051483e-06
259,9.37997253444e-06
275,3.86556124235e-06
