userId,hits ranking1,1.4830565065e-08
895659,0.0
4,3.47401720221e-09
786438,1.07521112183e-11
786439,1.85009678292e-08
786441,4.55557918487e-08
655372,1.55289219607e-07
13,2.11259825515e-06
655375,0.0
17,2.47658556582e-09
2097171,0.0
524308,0.0
22,0.0
1004889,1.27793928577e-06
25,1.60699149011e-08
26,2.07121514864e-09
393243,0.0
131100,2.6568698363e-12
29,9.72984438359e-07
30,5.85531948149e-08
1638405,0.0
2097185,1.97718445952e-12
786467,1.25048477991e-10
2097189,1.52236571173e-40
38,6.84994054595e-09
40,2.98887604585e-12
42,1.03218184203e-09
917548,1.38235898481e-11
786477,0.0
46,3.03521242508e-07
131120,3.93291888674e-08
49,1.52232533769e-09
50,3.33902187352e-07
393267,0.0
1048630,0.0
55,0.0
393272,0.0
59,3.04160672638e-11
60,0.0
61,4.99312983738e-08
1048638,0.0
63,1.47889594687e-11
655424,8.70781965064e-10
67,1.42386444756e-11
131141,0.0
917575,1.62385675918e-44
1441864,1.42583774794e-10
131084,1.12885300693e-06
524362,2.34467266609e-11
961207,1.25378027665e-10
655436,0.0
77,1.01497126419e-09
1310733,0.0
524368,6.38959890457e-09
82,2.4363235599e-09
85,8.24338819621e-09
86,0.0
131159,0.0
655448,1.18807135756e-10
2883675,2.18972597398e-11
92,5.74373159135e-07
131166,6.69053744905e-14
95,1.37387257572e-14
96,5.00707121755e-09
418997,0.0
99,3.93675436337e-06
100,4.75173023431e-08
524389,9.71086006229e-08
1572967,0.0
104,0.0
240316,4.37227065741e-07
1310826,9.70138771605e-13
349543,8.54201316563e-12
108,6.64903613219e-09
111,4.36864642945e-09
112,1.0989900674e-07
917617,4.82216142798e-10
115,2.20694355513e-07
116,3.5789330199e-06
117,7.47681079525e-13
118,2.27601195508e-08
262263,3.36595864812e-07
121,1.31940097701e-10
122,5.28402427099e-07
786555,2.09981207168e-12
1048702,2.55990928518e-08
262271,1.1524229007e-11
1966208,0.0
1048705,0.0
1179778,2.22872433244e-10
1135979,4.45062499113e-09
133,7.74359655668e-11
136,1.20701024163e-09
137,0.0
2097290,6.85254631524e-11
655500,3.36897224068e-08
144,5.05473332157e-08
145,1.72859982019e-06
147,6.88480207449e-07
1704084,6.28951677934e-09
149,2.33539477852e-07
150,2.11088954988e-06
131097,4.60190972324e-08
786584,0.0
153,0.0
