111,3.69553316413e-06
59,4.46961152976e-06
61,4.84460876283e-06
147,9.30066913979e-06
154,3.86219306738e-06
188,0.000238142776595
985,1.37370995927e-05
1055,3.68500262302e-06
9510,5.75624143847e-06
11072,4.07692359207e-06
21106,5.17150779422e-06
27642,6.8601091324e-06
232485,7.58837559861e-06
407027,7.85105644054e-06
1527852,5.53144185417e-05
50,6.77694070053e-06
153,3.81491174422e-06
457,4.72964437301e-06
745,0.000128146933595
13,3.56128441709e-05
161,4.2069400137e-06
268,3.7495736993e-06
878,3.84909263635e-06
885,3.94923147388e-06
156,8.03359676452e-06
157,6.44638673967e-06
197,3.89267976119e-06
6372,0.000157986699206
8450,2.01629751775e-05
218681,2.84622422054e-05
116,2.27446451798e-05
1421,1.28621702195e-05
20037,4.10939900053e-06
199,1.24741202864e-05
145,5.00963788491e-06
2147,0.000205935766696
3119,1.70075791025e-05
4702,2.46502303278e-05
274128,3.68701324299e-06
572606,7.17228426007e-05
173,4.67844283742e-06
49,4.1813392459e-06
96,4.85745527358e-06
189,2.8152731976e-05
207,9.72993566623e-06
274,3.71194977128e-06
394,5.1195625997e-05
483,3.68423589143e-06
570,3.68423612846e-06
660,3.94088399211e-06
916,3.6881192762e-06
1447,1.74575688651e-05
1626,1.82661204193e-05
2059,3.68423571365e-06
2482,4.28614153797e-06
2576,7.10251679391e-06
2611,0.000285670311828
2874,4.26600499576e-06
3525,4.36031391385e-06
3785,9.5653744857e-06
5475,7.92248921442e-06
10739,4.43579202037e-06
11666,4.26171816741e-06
14006,7.96948019409e-06
16148,0.000211833258951
17176,6.64528504885e-06
19163,4.53353984354e-06
19239,5.47652389749e-06
19741,4.95866626705e-06
26192,8.82986577063e-06
32617,8.83661433162e-06
47204,3.70360418048e-06
55562,0.000162727903019
64495,4.84487836291e-06
65868,3.68619909233e-06
84052,5.26482647498e-06
108465,5.38718841906e-06
140816,0.000443738660882
1943957,9.92866976694e-06
2168174,3.82320857437e-06
612,5.24179170603e-06
1057,5.70891807741e-05
2384,1.04189710339e-05
2990,9.13945846971e-05
3207,0.000438670333885
15687,6.09310973505e-06
351981,6.68735462649e-06
1384652,6.89966848152e-06
92,4.77209053419e-06
150,4.1111677676e-06
499257,1.41039495923e-05
3926,4.14651436657e-06
83284,3.77562651514e-06
650654,1.49894085307e-05
1141493,0.000110285303908
243,5.97667746345e-06
101,3.79155896923e-06
118,4.39636081234e-06
203,3.68927578519e-06
269,4.63364584686e-06
2954,4.99170164807e-06
15770,4.0191232378e-05
34596,6.55414653322e-06
94379,4.78748764198e-06
741628,1.23586908953e-05
2025531,5.65972880487e-06
99,4.43445953184e-06
122,3.71373985457e-06
200,3.71684765766e-06
618,9.17628350361e-06
110274,2.95549383772e-05
176186,8.41365032208e-05
460989,7.45462306948e-06
650551,3.69238865521e-06
